idSite,site_name,date,daily_tidal_range
01_RICHMOND,Richmond Lock,2004-11-20,3.1709440559440565
01_RICHMOND,Richmond Lock,2004-11-21,3.0031267605633802
01_RICHMOND,Richmond Lock,2004-11-22,2.9859577464788734
01_RICHMOND,Richmond Lock,2004-11-23,3.3942269503546103
01_RICHMOND,Richmond Lock,2004-11-24,3.4367430555555556
01_RICHMOND,Richmond Lock,2004-11-25,3.956951388888889
01_RICHMOND,Richmond Lock,2004-11-26,4.012472222222222
01_RICHMOND,Richmond Lock,2004-11-27,4.351541666666666
01_RICHMOND,Richmond Lock,2004-11-28,4.277993055555555
01_RICHMOND,Richmond Lock,2004-11-29,4.2905625
01_RICHMOND,Richmond Lock,2004-11-30,4.230118055555556
01_RICHMOND,Richmond Lock,2004-12-01,4.1973819444444445
01_RICHMOND,Richmond Lock,2004-12-02,3.9041531531531533
01_RICHMOND,Richmond Lock,2004-12-03,3.222086419753086
01_RICHMOND,Richmond Lock,2004-12-04,3.4510833333333335
01_RICHMOND,Richmond Lock,2004-12-05,3.481618055555556
01_RICHMOND,Richmond Lock,2004-12-06,3.3442222222222227
01_RICHMOND,Richmond Lock,2004-12-07,3.6315694444444446
01_RICHMOND,Richmond Lock,2004-12-08,3.6997013888888883
01_RICHMOND,Richmond Lock,2004-12-09,4.153361111111112
01_RICHMOND,Richmond Lock,2004-12-10,4.402361111111111
01_RICHMOND,Richmond Lock,2004-12-11,4.754405594405594
01_RICHMOND,Richmond Lock,2004-12-12,5.070930555555555
01_RICHMOND,Richmond Lock,2004-12-13,4.941375
01_RICHMOND,Richmond Lock,2004-12-14,4.754942446043166
01_RICHMOND,Richmond Lock,2004-12-15,4.865312499999999
01_RICHMOND,Richmond Lock,2004-12-16,4.644763888888889
01_RICHMOND,Richmond Lock,2004-12-17,4.592538461538461
01_RICHMOND,Richmond Lock,2004-12-18,3.9047430555555556
01_RICHMOND,Richmond Lock,2004-12-19,3.50920979020979
01_RICHMOND,Richmond Lock,2004-12-20,2.501173611111111
01_RICHMOND,Richmond Lock,2004-12-21,2.88475
01_RICHMOND,Richmond Lock,2004-12-22,2.978708333333333
01_RICHMOND,Richmond Lock,2004-12-23,3.3301736111111113
01_RICHMOND,Richmond Lock,2004-12-24,3.6925624999999993
01_RICHMOND,Richmond Lock,2004-12-25,3.759402777777778
01_RICHMOND,Richmond Lock,2004-12-26,3.7261142857142864
01_RICHMOND,Richmond Lock,2004-12-27,3.718694444444444
01_RICHMOND,Richmond Lock,2004-12-28,3.9581188811188808
01_RICHMOND,Richmond Lock,2004-12-29,3.568
01_RICHMOND,Richmond Lock,2004-12-30,3.2885625
01_RICHMOND,Richmond Lock,2004-12-31,3.5570845070422537
01_RICHMOND,Richmond Lock,2005-01-01,3.7484583333333337
01_RICHMOND,Richmond Lock,2005-01-02,3.8827361111111105
01_RICHMOND,Richmond Lock,2005-01-03,3.5782377622377624
01_RICHMOND,Richmond Lock,2005-01-04,3.182034965034965
01_RICHMOND,Richmond Lock,2005-01-05,3.1816597222222223
01_RICHMOND,Richmond Lock,2005-01-06,3.645888888888889
01_RICHMOND,Richmond Lock,2005-01-07,3.293636363636364
01_RICHMOND,Richmond Lock,2005-01-08,3.2576617647058828
01_RICHMOND,Richmond Lock,2005-01-09,4.595732394366197
01_RICHMOND,Richmond Lock,2005-01-10,3.9215902777777774
01_RICHMOND,Richmond Lock,2005-01-11,4.5615
01_RICHMOND,Richmond Lock,2005-01-12,4.064450704225352
01_RICHMOND,Richmond Lock,2005-01-13,4.3548888888888895
01_RICHMOND,Richmond Lock,2005-01-14,4.610566433566434
01_RICHMOND,Richmond Lock,2005-01-15,4.34630985915493
01_RICHMOND,Richmond Lock,2005-01-16,4.261895833333333
01_RICHMOND,Richmond Lock,2005-01-17,3.941625
01_RICHMOND,Richmond Lock,2005-01-18,4.152847222222222
01_RICHMOND,Richmond Lock,2005-01-19,3.3682916666666665
01_RICHMOND,Richmond Lock,2005-01-20,3.620847222222222
01_RICHMOND,Richmond Lock,2005-01-21,3.4490069444444447
01_RICHMOND,Richmond Lock,2005-01-22,3.8205972222222226
01_RICHMOND,Richmond Lock,2005-01-23,4.004951388888888
01_RICHMOND,Richmond Lock,2005-01-24,4.2985138888888885
01_RICHMOND,Richmond Lock,2005-01-25,4.1120069444444445
01_RICHMOND,Richmond Lock,2005-01-26,4.13065034965035
01_RICHMOND,Richmond Lock,2005-01-27,4.1991249999999996
01_RICHMOND,Richmond Lock,2005-01-28,4.303174825174826
01_RICHMOND,Richmond Lock,2005-01-29,4.250875
